epoch,step,val/loss,val/loss_ema,val/loss_simple,val/loss_simple_ema,val/loss_vlb,val/loss_vlb_ema
0,0,2.2677626609802246,2.7903754711151123,2.2677626609802246,2.7903754711151123,0.009242385625839233,0.04071277007460594
