epoch,step,val/loss,val/loss_ema,val/loss_simple,val/loss_simple_ema,val/loss_vlb,val/loss_vlb_ema
0,0,2.2593135833740234,2.7804017066955566,2.2593135833740234,2.7804017066955566,0.0092079509049654,0.040567249059677124
