epoch,step,val/loss,val/loss_ema,val/loss_simple,val/loss_simple_ema,val/loss_vlb,val/loss_vlb_ema
0,0,2.7228126525878906,0.16470441222190857,2.7228126525878906,0.16470441222190857,0.013671834953129292,0.0010739130666479468
