epoch,step,val/loss,val/loss_ema,val/loss_simple,val/loss_simple_ema,val/loss_vlb,val/loss_vlb_ema
0,0,2.289450168609619,0.15455344319343567,2.289450168609619,0.15455344319343567,0.009357310831546783,0.0010145134292542934
