epoch,step,val/loss,val/loss_ema,val/loss_simple,val/loss_simple_ema,val/loss_vlb,val/loss_vlb_ema
0,0,2.289222002029419,0.15454666316509247,2.289222002029419,0.15454666316509247,0.009356377646327019,0.0010144689586013556
