epoch,step,val/loss,val/loss_ema,val/loss_simple,val/loss_simple_ema,val/loss_vlb,val/loss_vlb_ema
0,0,2.266909122467041,2.7880327701568604,2.266909122467041,2.7880327701568604,0.009238907136023045,0.040678590536117554
