epoch,step,val/loss,val/loss_ema,val/loss_simple,val/loss_simple_ema,val/loss_vlb,val/loss_vlb_ema
0,0,2.261770248413086,2.785097360610962,2.261770248413086,2.785097360610962,0.009217962622642517,0.04063576087355614
