epoch,step,val/loss,val/loss_ema,val/loss_simple,val/loss_simple_ema,val/loss_vlb,val/loss_vlb_ema
0,0,2.2895267009735107,0.15410453081130981,2.2895267009735107,0.15410453081130981,0.00935762282460928,0.00101156672462821
