epoch,step,val/loss,val/loss_ema,val/loss_simple,val/loss_simple_ema,val/loss_vlb,val/loss_vlb_ema
0,0,2.296942949295044,0.1546420454978943,2.296942949295044,0.1546420454978943,0.00938793458044529,0.0010150950402021408
