epoch,step,val/loss,val/loss_ema,val/loss_simple,val/loss_simple_ema,val/loss_vlb,val/loss_vlb_ema
0,0,2.289686918258667,0.15368910133838654,2.289686918258667,0.15368910133838654,0.009358278475701809,0.001008839812129736
