epoch,step,val/loss,val/loss_ema,val/loss_simple,val/loss_simple_ema,val/loss_vlb,val/loss_vlb_ema
0,0,1.8960223197937012,0.002839489607140422,1.8960223197937012,0.002839489607140422,0.007667713798582554,2.7990798116661608e-05
