epoch,step,val/loss,val/loss_ema,val/loss_simple,val/loss_simple_ema,val/loss_vlb,val/loss_vlb_ema
0,0,2.299490451812744,0.1541121006011963,2.299490451812744,0.1541121006011963,0.00939834676682949,0.0010116164339706302
