epoch,step,val/loss,val/loss_ema,val/loss_simple,val/loss_simple_ema,val/loss_vlb,val/loss_vlb_ema
0,0,2.2694544792175293,2.793778657913208,2.2694544792175293,2.793778657913208,0.009249280206859112,0.04076242446899414
