epoch,step,val/loss,val/loss_ema,val/loss_simple,val/loss_simple_ema,val/loss_vlb,val/loss_vlb_ema
0,0,2.2909536361694336,0.1542818546295166,2.2909536361694336,0.1542818546295166,0.009363455697894096,0.0010127306450158358
